chr,start,end,gene
chr15,89835936,89836059,FANCI
chr15,89836053,89836117,FANCI
chr15,89836121,89836192,FANCI
chr15,89836173,89836287,FANCI
chr15,89836267,89836376,FANCI
chr15,89837051,89837139,FANCI
chr15,89837104,89837227,FANCI
chr15,89837218,89837292,FANCI
chr15,89838076,89838188,FANCI
chr15,89838166,89838244,FANCI
chr15,89838225,89838340,FANCI
chr15,89843024,89843098,FANCI
chr15,89843081,89843159,FANCI
chr15,89843128,89843203,FANCI
chr15,89843523,89843649,FANCI
chr15,89844502,89844577,FANCI
chr15,89844569,89844692,FANCI
chr15,89847025,89847144,FANCI
chr15,89847130,89847199,FANCI
chr15,89848333,89848452,FANCI
chr15,89848357,89848481,FANCI
chr15,89848509,89848598,FANCI
chr15,89848595,89848670,FANCI
chr15,89848801,89848876,FANCI
chr15,89848843,89848936,FANCI
chr15,89849216,89849286,FANCI
chr15,89849285,89849361,FANCI
chr15,89849328,89849428,FANCI
chr15,89849407,89849519,FANCI
chr15,89850678,89850791,FANCI
chr15,89850835,89850922,FANCI
chr15,89856111,89856218,FANCI
chr15,89857837,89857921,FANCI
chr15,89857905,89857977,FANCI
chr15,89858506,89858603,FANCI
chr15,89858601,89858692,FANCI
chr15,89859609,89859729,FANCI
chr15,90631738,90631869,IDH2
chr15,90631890,90631992,IDH2
chr15,99192813,99192904,IGF1R
chr15,99251109,99251222,IGF1R
chr15,99439892,99440016,IGF1R
chr15,99451909,99452037,IGF1R
chr15,99456397,99456507,IGF1R
chr15,99459926,99460036,IGF1R
chr15,99467094,99467213,IGF1R
chr15,99472761,99472842,IGF1R
chr15,99478540,99478661,IGF1R
chr15,99491771,99491873,IGF1R
chr16,2098578,2098657,TSC2
chr16,2098653,2098743,TSC2
chr16,2098733,2098855,TSC2
chr16,2100347,2100456,TSC2
chr16,2100445,2100521,TSC2
chr16,2103239,2103361,TSC2
chr16,2103350,2103483,TSC2
chr16,2104237,2104366,TSC2
chr16,2104355,2104473,TSC2
chr16,2105368,2105496,TSC2
chr16,2105485,2105561,TSC2
chr16,2106156,2106275,TSC2
chr16,2106597,2106732,TSC2
chr16,2106722,2106842,TSC2
chr16,2107100,2107235,TSC2
chr16,2108722,2108852,TSC2
chr16,2108841,2108973,TSC2
chr16,2110640,2110758,TSC2
chr16,2110746,2110872,TSC2
chr16,2111828,2111957,TSC2
chr16,2111946,2112068,TSC2
chr16,2112489,2112615,TSC2
chr16,2112921,2113031,TSC2
chr16,2113030,2113124,TSC2
chr16,2114208,2114341,TSC2
chr16,2114330,2114455,TSC2
chr16,2115461,2115572,TSC2
chr16,2115571,2115672,TSC2
chr16,2120424,2120525,TSC2
chr16,2120508,2120594,TSC2
chr16,2121460,2121594,TSC2
chr16,2121583,2121682,TSC2
chr16,2121695,2121798,TSC2
chr16,2121787,2121911,TSC2
chr16,2121910,2122044,TSC2
chr16,2122212,2122295,TSC2
chr16,2122273,2122358,TSC2
chr16,2122335,2122436,TSC2
chr16,2122806,2122895,TSC2
chr16,2122882,2122967,TSC2
chr16,2122956,2123055,TSC2
chr16,2124093,2124209,TSC2
chr16,2124208,2124316,TSC2
chr16,2124304,2124420,TSC2
chr16,2125759,2125890,TSC2
chr16,2125887,2125976,TSC2
chr16,2125998,2126095,TSC2
chr16,2126084,2126196,TSC2
chr16,2126486,2126571,TSC2
chr16,2126519,2126651,TSC2
chr16,2127522,2127651,TSC2
chr16,2127640,2127773,TSC2
chr16,2128978,2129111,TSC2
chr16,2129108,2129206,TSC2
chr16,2129212,2129348,TSC2
chr16,2129337,2129461,TSC2
chr16,2129541,2129646,TSC2
chr16,2129589,2129723,TSC2
chr16,2130115,2130220,TSC2
chr16,2130188,2130310,TSC2
chr16,2130310,2130434,TSC2
chr16,2131553,2131670,TSC2
chr16,2131659,2131781,TSC2
chr16,2131749,2131848,TSC2
chr16,2132412,2132543,TSC2
chr16,2133574,2133706,TSC2
chr16,2133700,2133799,TSC2
chr16,2133784,2133902,TSC2
chr16,2134109,2134247,TSC2
chr16,2134238,2134367,TSC2
chr16,2134351,2134438,TSC2
chr16,2134398,2134486,TSC2
chr16,2134478,2134601,TSC2
chr16,2134563,2134675,TSC2
chr16,2134664,2134748,TSC2
chr16,2134825,2134958,TSC2
chr16,2134956,2135049,TSC2
chr16,2135202,2135340,TSC2
chr16,2136094,2136225,TSC2
chr16,2136214,2136333,TSC2
chr16,2136292,2136381,TSC2
chr16,2136372,2136508,TSC2
chr16,2136656,2136761,TSC2
chr16,2136748,2136843,TSC2
chr16,2136833,2136958,TSC2
chr16,2137771,2137901,TSC2
chr16,2137884,2138000,TSC2
chr16,2138014,2138107,TSC2
chr16,2138096,2138186,TSC2
chr16,2138166,2138302,TSC2
chr16,2138291,2138399,TSC2
chr16,2138421,2138540,TSC2
chr16,2138528,2138637,TSC2
chr16,3632292,3632415,SLX4
chr16,3632369,3632457,SLX4
chr16,3632449,3632535,SLX4
chr16,3632525,3632616,SLX4
chr16,3632564,3632699,SLX4
chr16,3633090,3633177,SLX4
chr16,3633104,3633222,SLX4
chr16,3633213,3633348,SLX4
chr16,3633344,3633430,SLX4
chr16,3633377,3633514,SLX4
chr16,3633492,3633567,SLX4
chr16,3634731,3634811,SLX4
chr16,3634773,3634882,SLX4
chr16,3638982,3639099,SLX4
chr16,3639034,3639161,SLX4
chr16,3639130,3639235,SLX4
chr16,3639210,3639306,SLX4
chr16,3639268,3639406,SLX4
chr16,3639373,3639460,SLX4
chr16,3639442,3639573,SLX4
chr16,3639565,3639652,SLX4
chr16,3639622,3639747,SLX4
chr16,3639736,3639827,SLX4
chr16,3639816,3639920,SLX4
chr16,3639903,3639998,SLX4
chr16,3639957,3640064,SLX4
chr16,3640051,3640128,SLX4
chr16,3640100,3640229,SLX4
chr16,3640202,3640275,SLX4
chr16,3640261,3640396,SLX4
chr16,3640371,3640457,SLX4
chr16,3640426,3640543,SLX4
chr16,3640501,3640619,SLX4
chr16,3640570,3640698,SLX4
chr16,3640683,3640763,SLX4
chr16,3640727,3640857,SLX4
chr16,3640841,3640926,SLX4
chr16,3640885,3641001,SLX4
chr16,3640985,3641085,SLX4
chr16,3641036,3641153,SLX4
chr16,3641153,3641248,SLX4
chr16,3641186,3641322,SLX4
chr16,3642684,3642799,SLX4
chr16,3642779,3642871,SLX4
chr16,3644384,3644477,SLX4
chr16,3644451,3644583,SLX4
chr16,3644552,3644635,SLX4
chr16,3645568,3645699,SLX4
chr16,3646085,3646215,SLX4
chr16,3646157,3646306,SLX4
chr16,3646243,3646335,SLX4
chr16,3646335,3646471,SLX4
chr16,3647355,3647483,SLX4
chr16,3647479,3647592,SLX4
chr16,3647543,3647626,SLX4
chr16,3647622,3647703,SLX4
chr16,3647786,3647900,SLX4
chr16,3647836,3647962,SLX4
chr16,3647926,3648011,SLX4
chr16,3650969,3651061,SLX4
chr16,3650979,3651117,SLX4
chr16,3651094,3651197,SLX4
chr16,3652095,3652175,SLX4
chr16,3652175,3652303,SLX4
chr16,3652213,3652316,SLX4
chr16,3656397,3656485,SLX4
chr16,3656476,3656603,SLX4
chr16,3656601,3656705,SLX4
chr16,3658425,3658555,SLX4
chr16,3658470,3658582,SLX4
chr16,3658582,3658717,SLX4
chr16,3658701,3658776,SLX4
chr16,3658746,3658838,SLX4
chr16,3658838,3658912,SLX4
chr16,3658874,3658970,SLX4
chr16,3777650,3777728,CREBBP
chr16,3777727,3777860,CREBBP
chr16,3777858,3777946,CREBBP
chr16,3777888,3778022,CREBBP
chr16,3777984,3778069,CREBBP
chr16,3778048,3778157,CREBBP
chr16,3778158,3778244,CREBBP
chr16,3778192,3778315,CREBBP
chr16,3778273,3778382,CREBBP
chr16,3778357,3778494,CREBBP
chr16,3778483,3778578,CREBBP
chr16,3778529,3778676,CREBBP
chr16,3778631,3778737,CREBBP
chr16,3778715,3778842,CREBBP
chr16,3778795,3778917,CREBBP
chr16,3778871,3779009,CREBBP
chr16,3779003,3779101,CREBBP
chr16,3779035,3779167,CREBBP
chr16,3779134,3779221,CREBBP
chr16,3779193,3779294,CREBBP
chr16,3779251,3779380,CREBBP
chr16,3779321,3779431,CREBBP
chr16,3779413,3779494,CREBBP
chr16,3779457,3779566,CREBBP
chr16,3779566,3779655,CREBBP
chr16,3779593,3779726,CREBBP
chr16,3779725,3779812,CREBBP
chr16,3779752,3779881,CREBBP
chr16,3781113,3781205,CREBBP
chr16,3781201,3781331,CREBBP
chr16,3781249,3781363,CREBBP
chr16,3781362,3781480,CREBBP
chr16,3781734,3781822,CREBBP
chr16,3781822,3781955,CREBBP
chr16,3786030,3786148,CREBBP
chr16,3786105,3786182,CREBBP
chr16,3786176,3786289,CREBBP
chr16,3786606,3786680,CREBBP
chr16,3786653,3786802,CREBBP
chr16,3786786,3786896,CREBBP
chr16,3788552,3788623,CREBBP
chr16,3788562,3788680,CREBBP
chr16,3789494,3789598,CREBBP
chr16,3789590,3789718,CREBBP
chr16,3789674,3789748,CREBBP
chr16,3790336,3790422,CREBBP
chr16,3790422,3790550,CREBBP
chr16,3790522,3790596,CREBBP
chr16,3794875,3794948,CREBBP
chr16,3794894,3795002,CREBBP
chr16,3795214,3795338,CREBBP
chr16,3795328,3795404,CREBBP
chr16,3799592,3799662,CREBBP
chr16,3799634,3799727,CREBBP
chr16,3801721,3801824,CREBBP
chr16,3807278,3807360,CREBBP
chr16,3807296,3807415,CREBBP
chr16,3807804,3807940,CREBBP
chr16,3807931,3808008,CREBBP
chr16,3807966,3808086,CREBBP
chr16,3808832,3808951,CREBBP
chr16,3808921,3808994,CREBBP
chr16,3817686,3817786,CREBBP
chr16,3817786,3817859,CREBBP
chr16,3817833,3817937,CREBBP
chr16,3819160,3819237,CREBBP
chr16,3819226,3819342,CREBBP
chr16,3819337,3819413,CREBBP
chr16,3820553,3820647,CREBBP
chr16,3820627,3820752,CREBBP
chr16,3820705,3820842,CREBBP
chr16,3820837,3820947,CREBBP
chr16,3820871,3820993,CREBBP
chr16,3823679,3823807,CREBBP
chr16,3823802,3823888,CREBBP
chr16,3823838,3823936,CREBBP
chr16,3824543,3824670,CREBBP
chr16,3824617,3824701,CREBBP
chr16,3827519,3827610,CREBBP
chr16,3827610,3827707,CREBBP
chr16,3828006,3828092,CREBBP
chr16,3828026,3828130,CREBBP
chr16,3828126,3828213,CREBBP
chr16,3828683,3828817,CREBBP
chr16,3828782,3828867,CREBBP
chr16,3830650,3830730,CREBBP
chr16,3830729,3830852,CREBBP
chr16,3830850,3830922,CREBBP
chr16,3831172,3831285,CREBBP
chr16,3831285,3831364,CREBBP
chr16,3832679,3832773,CREBBP
chr16,3832714,3832831,CREBBP
chr16,3832805,3832932,CREBBP
chr16,3841965,3842087,CREBBP
chr16,3842052,3842131,CREBBP
chr16,3843381,3843492,CREBBP
chr16,3843452,3843535,CREBBP
chr16,3843531,3843647,CREBBP
chr16,3860515,3860612,CREBBP
chr16,3860606,3860730,CREBBP
chr16,3860682,3860789,CREBBP
chr16,3900288,3900365,CREBBP
chr16,3900329,3900418,CREBBP
chr16,3900393,3900519,CREBBP
chr16,3900479,3900556,CREBBP
chr16,3900553,3900689,CREBBP
chr16,3900636,3900733,CREBBP
chr16,3900728,3900863,CREBBP
chr16,3900860,3900934,CREBBP
chr16,3900898,3901021,CREBBP
chr16,3929785,3929924,CREBBP
chr16,23614774,23614894,PALB2
chr16,23614851,23614929,PALB2
chr16,23614929,23615053,PALB2
chr16,23619179,23619303,PALB2
chr16,23619273,23619356,PALB2
chr16,23625305,23625378,PALB2
chr16,23625329,23625431,PALB2
chr16,23632631,23632706,PALB2
chr16,23632683,23632804,PALB2
chr16,23634244,23634342,PALB2
chr16,23634339,23634456,PALB2
chr16,23635322,23635422,PALB2
chr16,23637512,23637598,PALB2
chr16,23637555,23637642,PALB2
chr16,23637640,23637724,PALB2
chr16,23640509,23640627,PALB2
chr16,23640922,23640991,PALB2
chr16,23640984,23641062,PALB2
chr16,23641042,23641154,PALB2
chr16,23641154,23641230,PALB2
chr16,23641197,23641309,PALB2
chr16,23641289,23641364,PALB2
chr16,23641346,23641476,PALB2
chr16,23641454,23641523,PALB2
chr16,23641518,23641636,PALB2
chr16,23641636,23641708,PALB2
chr16,23641692,23641805,PALB2
chr16,23646137,23646261,PALB2
chr16,23646241,23646361,PALB2
chr16,23646349,23646460,PALB2
chr16,23646445,23646555,PALB2
chr16,23646534,23646638,PALB2
chr16,23646622,23646718,PALB2
chr16,23646707,23646823,PALB2
chr16,23646812,23646924,PALB2
chr16,23646915,23647031,PALB2
chr16,23647020,23647107,PALB2
chr16,23647096,23647184,PALB2
chr16,23647173,23647271,PALB2
chr16,23647260,23647385,PALB2
chr16,23647374,23647513,PALB2
chr16,23647503,23647632,PALB2
chr16,23647630,23647758,PALB2
chr16,23649164,23649272,PALB2
chr16,23649268,23649372,PALB2
chr16,23649380,23649461,PALB2
chr16,23652389,23652489,PALB2
chr16,89804983,89805102,FANCA
chr16,89805099,89805180,FANCA
chr16,89805283,89805389,FANCA
chr16,89805492,89805602,FANCA
chr16,89805594,89805672,FANCA
chr16,89805634,89805757,FANCA
chr16,89805778,89805888,FANCA
chr16,89805888,89805979,FANCA
chr16,89806386,89806522,FANCA
chr16,89807098,89807208,FANCA
chr16,89807208,89807312,FANCA
chr16,89809138,89809227,FANCA
chr16,89809220,89809350,FANCA
chr16,89809286,89809376,FANCA
chr16,89811331,89811421,FANCA
chr16,89811363,89811484,FANCA
chr16,89812906,89813035,FANCA
chr16,89813012,89813128,FANCA
chr16,89813164,89813287,FANCA
chr16,89813247,89813366,FANCA
chr16,89814988,89815087,FANCA
chr16,89815078,89815189,FANCA
chr16,89816132,89816255,FANCA
chr16,89816175,89816287,FANCA
chr16,89816285,89816386,FANCA
chr16,89818529,89818649,FANCA
chr16,89824906,89824989,FANCA
chr16,89824981,89825111,FANCA
chr16,89825029,89825121,FANCA
chr16,89828350,89828437,FANCA
chr16,89831176,89831303,FANCA
chr16,89831303,89831407,FANCA
chr16,89831341,89831468,FANCA
chr16,89831468,89831586,FANCA
chr16,89833541,89833629,FANCA
chr16,89833624,89833725,FANCA
chr16,89836239,89836345,FANCA
chr16,89836308,89836403,FANCA
chr16,89836374,89836481,FANCA
chr16,89836504,89836601,FANCA
chr16,89836572,89836673,FANCA
chr16,89836896,89837033,FANCA
chr16,89837028,89837143,FANCA
chr16,89838055,89838175,FANCA
chr16,89838160,89838260,FANCA
chr16,89839602,89839693,FANCA
chr16,89839678,89839797,FANCA
chr16,89842120,89842235,FANCA
chr16,89845173,89845299,FANCA
chr16,89845330,89845406,FANCA
chr16,89845395,89845515,FANCA
chr16,89846262,89846371,FANCA
chr16,89849222,89849340,FANCA
chr16,89849393,89849520,FANCA
chr16,89851248,89851353,FANCA
chr16,89851349,89851435,FANCA
chr16,89857798,89857904,FANCA
chr16,89857837,89857937,FANCA
chr16,89857933,89858059,FANCA
chr16,89858274,89858359,FANCA
chr16,89858331,89858462,FANCA
chr16,89858401,89858481,FANCA
chr16,89858868,89858965,FANCA
chr16,89862294,89862389,FANCA
chr16,89862387,89862506,FANCA
chr16,89865462,89865582,FANCA
chr16,89865534,89865651,FANCA
chr16,89865992,89866061,FANCA
chr16,89869652,89869769,FANCA
chr16,89871666,89871738,FANCA
chr16,89871683,89871816,FANCA
chr16,89874688,89874757,FANCA
chr16,89874708,89874828,FANCA
chr16,89877103,89877201,FANCA
chr16,89877201,89877270,FANCA
chr16,89877315,89877400,FANCA
chr16,89877339,89877467,FANCA
chr16,89877444,89877553,FANCA
chr16,89880918,89881024,FANCA
chr16,89880972,89881053,FANCA
chr16,89882252,89882330,FANCA
chr16,89882295,89882399,FANCA
chr16,89882879,89883009,FANCA
chr16,89882944,89883080,FANCA
chr17,7572833,7572936,TP53
chr17,7572930,7573021,TP53
chr17,7573883,7573977,TP53
chr17,7573976,7574068,TP53
chr17,7576494,7576603,TP53
chr17,7576592,7576693,TP53
chr17,7576821,7576940,TP53
chr17,7576992,7577113,TP53
chr17,7577086,7577190,TP53
chr17,7577432,7577557,TP53
chr17,7577527,7577645,TP53
chr17,7578144,7578267,TP53
chr17,7578253,7578370,TP53
chr17,7578353,7578477,TP53
chr17,7578449,7578563,TP53
chr17,7579292,7579396,TP53
chr17,7579387,7579503,TP53
chr17,7579495,7579595,TP53
chr17,7579697,7579769,TP53
chr17,7579836,7579961,TP53
chr17,11998842,11998958,MAP2K4
chr17,12011127,12011216,MAP2K4
chr17,29422232,29422366,NF1
chr17,29422355,29422444,NF1
chr17,29482975,29483045,NF1
chr17,29483042,29483153,NF1
chr17,29485999,29486118,NF1
chr17,29490121,29490225,NF1
chr17,29490213,29490312,NF1
chr17,29490299,29490400,NF1
chr17,29496886,29496976,NF1
chr17,29496950,29497052,NF1
chr17,29508401,29508514,NF1
chr17,29508674,29508775,NF1
chr17,29508762,29508845,NF1
chr17,29509485,29509558,NF1
chr17,29509546,29509633,NF1
chr17,29509623,29509715,NF1
chr17,29527408,29527522,NF1
chr17,29527510,29527610,NF1
chr17,29527579,29527689,NF1
chr17,29527976,29528103,NF1
chr17,29528092,29528210,NF1
chr17,29528369,29528488,NF1
chr17,29528463,29528578,NF1
chr17,29533235,29533326,NF1
chr17,29533315,29533397,NF1
chr17,29541429,29541543,NF1
chr17,29541524,29541621,NF1
chr17,29545979,29546049,NF1
chr17,29546036,29546142,NF1
chr17,29548843,29548925,NF1
chr17,29548884,29549017,NF1
chr17,29550426,29550528,NF1
chr17,29552080,29552195,NF1
chr17,29552181,29552276,NF1
chr17,29553436,29553529,NF1
chr17,29553518,29553632,NF1
chr17,29553609,29553722,NF1
chr17,29554144,29554243,NF1
chr17,29554239,29554355,NF1
chr17,29554521,29554605,NF1
chr17,29554595,29554693,NF1
chr17,29555990,29556105,NF1
chr17,29556076,29556200,NF1
chr17,29556157,29556276,NF1
chr17,29556250,29556370,NF1
chr17,29556336,29556435,NF1
chr17,29556425,29556516,NF1
chr17,29556835,29556946,NF1
chr17,29556918,29557010,NF1
chr17,29557238,29557351,NF1
chr17,29557349,29557417,NF1
chr17,29559106,29559224,NF1
chr17,29559643,29559746,NF1
chr17,29559728,29559845,NF1
chr17,29559838,29559932,NF1
chr17,29560007,29560093,NF1
chr17,29560088,29560162,NF1
chr17,29560147,29560236,NF1
chr17,29562609,29562703,NF1
chr17,29562685,29562795,NF1
chr17,29562922,29563039,NF1
chr17,29575953,29576073,NF1
chr17,29576063,29576180,NF1
chr17,29579872,29579964,NF1
chr17,29579962,29580077,NF1
chr17,29585311,29585401,NF1
chr17,29585396,29585494,NF1
chr17,29585484,29585608,NF1
chr17,29585951,29586057,NF1
chr17,29586057,29586152,NF1
chr17,29587371,29587479,NF1
chr17,29587472,29587597,NF1
chr17,29588649,29588773,NF1
chr17,29588766,29588880,NF1
chr17,29592232,29592341,NF1
chr17,29592314,29592402,NF1
chr17,29652805,29652889,NF1
chr17,29652865,29652969,NF1
chr17,29652960,29653063,NF1
chr17,29653053,29653149,NF1
chr17,29653137,29653232,NF1
chr17,29653221,29653310,NF1
chr17,29654459,29654558,NF1
chr17,29654547,29654640,NF1
chr17,29654629,29654742,NF1
chr17,29654731,29654838,NF1
chr17,29654827,29654914,NF1
chr17,29657235,29657329,NF1
chr17,29657316,29657395,NF1
chr17,29657384,29657468,NF1
chr17,29657457,29657570,NF1
chr17,29661843,29661917,NF1
chr17,29661906,29661986,NF1
chr17,29661973,29662054,NF1
chr17,29663340,29663450,NF1
chr17,29663438,29663522,NF1
chr17,29663552,29663661,NF1
chr17,29663660,29663772,NF1
chr17,29663763,29663863,NF1
chr17,29663841,29663942,NF1
chr17,29664383,29664480,NF1
chr17,29664462,29664575,NF1
chr17,29664564,29664676,NF1
chr17,29664827,29664932,NF1
chr17,29665031,29665114,NF1
chr17,29665103,29665174,NF1
chr17,29665656,29665752,NF1
chr17,29665741,29665844,NF1
chr17,29667505,29667602,NF1
chr17,29667593,29667669,NF1
chr17,29670007,29670131,NF1
chr17,29670116,29670228,NF1
chr17,29676063,29676160,NF1
chr17,29676152,29676227,NF1
chr17,29676226,29676315,NF1
chr17,29677144,29677238,NF1
chr17,29677226,29677321,NF1
chr17,29677318,29677403,NF1
chr17,29679223,29679308,NF1
chr17,29679294,29679411,NF1
chr17,29679392,29679512,NF1
chr17,29683462,29683576,NF1
chr17,29683559,29683631,NF1
chr17,29683964,29684066,NF1
chr17,29684059,29684153,NF1
chr17,29684230,29684324,NF1
chr17,29684306,29684396,NF1
chr17,29685409,29685527,NF1
chr17,29685516,29685610,NF1
chr17,29685588,29685663,NF1
chr17,29685961,29686074,NF1
chr17,29687454,29687566,NF1
chr17,29687555,29687672,NF1
chr17,29687661,29687742,NF1
chr17,29701013,29701133,NF1
chr17,29701093,29701195,NF1
chr17,33427963,33428063,RAD51D
chr17,33428158,33428276,RAD51D
chr17,33428242,33428353,RAD51D
chr17,33428306,33428389,RAD51D
chr17,33430261,33430390,RAD51D
chr17,33430456,33430578,RAD51D
chr17,33433384,33433500,RAD51D
chr17,33433473,33433554,RAD51D
chr17,33434000,33434147,RAD51D
chr17,33434312,33434408,RAD51D
chr17,33434400,33434479,RAD51D
chr17,33443872,33443959,RAD51D
chr17,33443938,33444048,RAD51D
chr17,33443990,33444077,RAD51D
chr17,33445510,33445590,RAD51D
chr17,33445588,33445687,RAD51D
chr17,33446096,33446206,RAD51D
chr17,33446512,33446605,RAD51D
chr17,33446557,33446670,RAD51D
chr17,37618286,37618422,CDK12
chr17,37618347,37618450,CDK12
chr17,37618450,37618561,CDK12
chr17,37618537,37618616,CDK12
chr17,37618592,37618728,CDK12
chr17,37618696,37618775,CDK12
chr17,37618759,37618894,CDK12
chr17,37618814,37618935,CDK12
chr17,37618933,37619060,CDK12
chr17,37619031,37619106,CDK12
chr17,37619096,37619229,CDK12
chr17,37619178,37619262,CDK12
chr17,37619262,37619380,CDK12
chr17,37627117,37627238,CDK12
chr17,37627188,37627279,CDK12
chr17,37627278,37627404,CDK12
chr17,37627379,37627458,CDK12
chr17,37627454,37627575,CDK12
chr17,37627552,37627623,CDK12
chr17,37627616,37627743,CDK12
chr17,37627721,37627812,CDK12
chr17,37627811,37627934,CDK12
chr17,37627928,37627998,CDK12
chr17,37627974,37628077,CDK12
chr17,37646752,37646837,CDK12
chr17,37646836,37646950,CDK12
chr17,37646878,37646992,CDK12
chr17,37648981,37649061,CDK12
chr17,37649031,37649149,CDK12
chr17,37650723,37650798,CDK12
chr17,37650779,37650852,CDK12
chr17,37650839,37650957,CDK12
chr17,37657459,37657556,CDK12
chr17,37657553,37657628,CDK12
chr17,37657598,37657711,CDK12
chr17,37665942,37666035,CDK12
chr17,37667769,37667881,CDK12
chr17,37667854,37667925,CDK12
chr17,37671978,37672060,CDK12
chr17,37672041,37672111,CDK12
chr17,37673670,37673746,CDK12
chr17,37673692,37673808,CDK12
chr17,37673800,37673876,CDK12
chr17,37676202,37676284,CDK12
chr17,37676236,37676350,CDK12
chr17,37680918,37680993,CDK12
chr17,37680972,37681050,CDK12
chr17,37681033,37681160,CDK12
chr17,37682055,37682127,CDK12
chr17,37682123,37682258,CDK12
chr17,37682229,37682311,CDK12
chr17,37682291,37682412,CDK12
chr17,37682363,37682452,CDK12
chr17,37682452,37682575,CDK12
chr17,37686851,37686971,CDK12
chr17,37686959,37687059,CDK12
chr17,37686999,37687134,CDK12
chr17,37687125,37687204,CDK12
chr17,37687172,37687299,CDK12
chr17,37687288,37687375,CDK12
chr17,37687329,37687456,CDK12
chr17,37687419,37687501,CDK12
chr17,37687499,37687576,CDK12
chr17,37868167,37868259,ERBB2
chr17,37879548,37879664,ERBB2
chr17,37879715,37879817,ERBB2
chr17,37879812,37879907,ERBB2
chr17,37879855,37879972,ERBB2
chr17,37880133,37880279,ERBB2
chr17,37880212,37880339,ERBB2
chr17,37880965,37881077,ERBB2
chr17,37880999,37881131,ERBB2
chr17,37881112,37881206,ERBB2
chr17,37881291,37881420,ERBB2
chr17,37881324,37881456,ERBB2
chr17,37881567,37881679,ERBB2
chr17,37881958,37882103,ERBB2
chr17,37882094,37882178,ERBB2
chr17,37882741,37882852,ERBB2
chr17,37882850,37882971,ERBB2
chr17,40474400,40474524,STAT3
chr17,40475051,40475169,STAT3
chr17,40481494,40481613,STAT3
chr17,41197601,41197710,BRCA1
chr17,41197700,41197824,BRCA1
chr17,41197774,41197870,BRCA1
chr17,41199538,41199651,BRCA1
chr17,41199626,41199750,BRCA1
chr17,41199689,41199764,BRCA1
chr17,41201009,41201133,BRCA1
chr17,41201102,41201188,BRCA1
chr17,41201177,41201277,BRCA1
chr17,41202994,41203072,BRCA1
chr17,41203047,41203165,BRCA1
chr17,41203123,41203234,BRCA1
chr17,41208956,41209080,BRCA1
chr17,41209055,41209143,BRCA1
chr17,41209131,41209231,BRCA1
chr17,41215248,41215360,BRCA1
chr17,41215291,41215418,BRCA1
chr17,41215416,41215511,BRCA1
chr17,41215798,41215912,BRCA1
chr17,41215853,41215970,BRCA1
chr17,41215959,41216051,BRCA1
chr17,41219594,41219682,BRCA1
chr17,41219612,41219732,BRCA1
chr17,41219727,41219817,BRCA1
chr17,41222903,41222975,BRCA1
chr17,41222945,41223030,BRCA1
chr17,41223019,41223105,BRCA1
chr17,41223084,41223210,BRCA1
chr17,41223168,41223282,BRCA1
chr17,41226307,41226414,BRCA1
chr17,41226393,41226485,BRCA1
chr17,41226471,41226571,BRCA1
chr17,41228405,41228508,BRCA1
chr17,41228489,41228576,BRCA1
chr17,41228561,41228665,BRCA1
chr17,41231313,41231442,BRCA1
chr17,41234347,41234441,BRCA1
chr17,41234431,41234520,BRCA1
chr17,41234505,41234616,BRCA1
chr17,41242913,41243005,BRCA1
chr17,41242994,41243074,BRCA1
chr17,41243056,41243132,BRCA1
chr17,41243386,41243478,BRCA1
chr17,41243467,41243564,BRCA1
chr17,41243553,41243649,BRCA1
chr17,41243638,41243725,BRCA1
chr17,41243713,41243815,BRCA1
chr17,41243804,41243908,BRCA1
chr17,41243890,41244000,BRCA1
chr17,41243975,41244071,BRCA1
chr17,41244058,41244131,BRCA1
chr17,41244116,41244230,BRCA1
chr17,41244219,41244291,BRCA1
chr17,41244279,41244369,BRCA1
chr17,41244358,41244448,BRCA1
chr17,41244427,41244526,BRCA1
chr17,41244515,41244631,BRCA1
chr17,41244620,41244694,BRCA1
chr17,41244683,41244778,BRCA1
chr17,41244763,41244858,BRCA1
chr17,41244845,41244951,BRCA1
chr17,41244935,41245043,BRCA1
chr17,41245032,41245128,BRCA1
chr17,41245116,41245208,BRCA1
chr17,41245197,41245297,BRCA1
chr17,41245286,41245402,BRCA1
chr17,41245391,41245472,BRCA1
chr17,41245461,41245537,BRCA1
chr17,41245524,41245603,BRCA1
chr17,41245591,41245681,BRCA1
chr17,41245670,41245756,BRCA1
chr17,41245741,41245819,BRCA1
chr17,41245808,41245905,BRCA1
chr17,41245895,41245966,BRCA1
chr17,41245955,41246042,BRCA1
chr17,41246031,41246106,BRCA1
chr17,41246095,41246187,BRCA1
chr17,41246175,41246265,BRCA1
chr17,41246250,41246344,BRCA1
chr17,41246333,41246409,BRCA1
chr17,41246398,41246483,BRCA1
chr17,41246472,41246547,BRCA1
chr17,41246536,41246618,BRCA1
chr17,41246599,41246677,BRCA1
chr17,41246666,41246737,BRCA1
chr17,41246723,41246793,BRCA1
chr17,41246782,41246860,BRCA1
chr17,41246848,41246934,BRCA1
chr17,41247827,41247910,BRCA1
chr17,41247899,41247970,BRCA1
chr17,41247954,41248044,BRCA1
chr17,41249157,41249281,BRCA1
chr17,41249251,41249366,BRCA1
chr17,41249399,41249474,BRCA1
chr17,41251713,41251810,BRCA1
chr17,41251798,41251880,BRCA1
chr17,41251869,41251946,BRCA1
